CodPedido,DtPedido,CodFilial,CodProduto,Qtd,VlUnit
552,1605641097,11,160,12,96.85
1754,1605642299,12,160,4,96.85
1034,1605641579,8,260,9,86.56
993,1605641538,12,208,10,76.42
913,1605641458,9,148,4,83.12
1088,1605641633,5,159,1,56.84
642,1605641187,9,121,9,76.12
652,1605641197,12,297,9,99.83
1516,1605642061,4,281,10,98.13
1122,1605641667,2,209,8,63.47
1558,1605642103,13,133,8,50.47
1019,1605641564,3,270,14,58.67
2149,1605642694,11,229,12,57.2
1123,1605641668,11,146,15,41.88
1010,1605641555,8,188,8,6.32
2303,1605642848,12,278,3,14.19
2362,1605642907,12,214,2,98.17
1897,1605642442,10,124,11,59.16
1266,1605641811,9,286,1,61.54
2311,1605642856,1,299,14,67.38
1380,1605641925,12,274,7,89.96
927,1605641472,10,208,11,76.42
1018,1605641563,13,118,15,98.47
1566,1605642111,4,201,6,56.63
1876,1605642421,4,232,15,20.3
1893,1605642438,7,124,5,59.16
677,1605641222,14,144,1,80.35
2265,1605642810,1,164,14,64.75
1520,1605642065,8,197,1,1.46
833,1605641378,11,236,11,4.15
1507,1605642052,4,240,14,57.45
1018,1605641563,13,170,6,54.75
928,1605641473,12,276,12,52.66
2250,1605642795,6,138,7,2.22
1699,1605642244,9,164,3,64.75
914,1605641459,15,286,4,61.54
1116,1605641661,4,250,7,90.93
2086,1605642631,1,124,2,59.16
2145,1605642690,3,292,1,63.87
1775,1605642320,13,140,9,13.47
2236,1605642781,5,208,12,76.42
1951,1605642496,5,108,10,38.61
988,1605641533,6,152,2,22.29
1183,1605641728,7,166,7,39.75
1085,1605641630,8,246,7,92.86
533,1605641078,14,280,5,21.88
687,1605641232,9,225,3,96.16
2093,1605642638,13,266,12,36.33
1480,1605642025,15,279,4,33.25
836,1605641381,13,206,12,34.73
1109,1605641654,7,145,9,48.42
1699,1605642244,9,203,3,72.99
707,1605641252,7,195,9,88.73
645,1605641190,13,118,2,98.47
2080,1605642625,7,108,9,38.61
772,1605641317,6,265,5,62.12
1128,1605641673,1,288,11,72.31
1689,1605642234,10,245,10,75.77
1098,1605641643,3,239,11,32.92
796,1605641341,15,129,5,8.44
1996,1605642541,4,241,4,13.68
1950,1605642495,5,235,1,39.59
663,1605641208,15,228,6,9.22
1780,1605642325,13,245,7,75.77
785,1605641330,3,238,7,32.07
809,1605641354,14,184,6,31.62
1917,1605642462,5,259,6,14.61
1342,1605641887,13,244,14,10.88
1234,1605641779,4,286,2,61.54
800,1605641345,2,260,14,86.56
1538,1605642083,11,190,14,21.46
1316,1605641861,9,114,9,35.49
1930,1605642475,13,260,4,86.56
1429,1605641974,8,299,7,67.38
1702,1605642247,1,261,12,57.78
1150,1605641695,1,101,15,29.4
585,1605641130,2,237,8,86.31
1559,1605642104,7,251,15,46.53
906,1605641451,4,148,13,83.12
1541,1605642086,9,276,10,52.66
2277,1605642822,4,271,12,59.96
2284,1605642829,8,188,14,6.32
1330,1605641875,1,262,5,29.18
1994,1605642539,1,250,2,90.93
1185,1605641730,6,266,5,36.33
522,1605641067,9,157,4,11.97
2473,1605643018,13,129,4,8.44
2390,1605642935,2,234,6,58.85
1294,1605641839,12,264,1,18.07
1069,1605641614,11,261,1,57.78
2020,1605642565,5,161,13,64.81
1160,1605641705,5,128,14,21.96
1867,1605642412,8,224,8,67.37
1385,1605641930,7,139,4,19.72
724,1605641269,13,121,6,76.12
1507,1605642052,4,207,5,62.27
1901,1605642446,1,217,9,52.3
999,1605641544,1,111,13,94.61
2091,1605642636,15,144,5,80.35
1245,1605641790,5,192,1,63.48
2027,1605642572,7,212,12,15.56
1683,1605642228,3,121,10,76.12
2202,1605642747,10,114,2,35.49
2119,1605642664,6,287,11,25.14
961,1605641506,5,264,1,18.07
850,1605641395,4,289,7,50.69
2096,1605642641,4,141,1,87.55
1061,1605641606,1,129,12,8.44
1658,1605642203,3,185,5,25.05
2467,1605643012,10,206,10,34.73
2160,1605642705,13,289,11,50.69
2108,1605642653,1,117,8,88.55
1405,1605641950,12,103,10,10.67
1297,1605641842,8,124,14,59.16
1917,1605642462,5,119,13,10.54
1621,1605642166,9,169,2,15.28
506,1605641051,10,297,6,99.83
696,1605641241,2,175,15,25.09
1496,1605642041,13,178,1,62.8
1940,1605642485,9,196,8,46.36
555,1605641100,1,196,13,46.36
2183,1605642728,13,107,4,94.07
912,1605641457,8,143,4,83.5
618,1605641163,9,115,9,93.41
1292,1605641837,10,180,2,40.91
557,1605641102,9,194,10,54.61
2229,1605642774,5,138,10,2.22
687,1605641232,9,127,6,47.03
2147,1605642692,15,135,8,98.05
1685,1605642230,4,259,12,14.61
1938,1605642483,5,218,7,54.56
1877,1605642422,1,160,12,96.85
1794,1605642339,9,108,7,38.61
1325,1605641870,4,256,13,88.88
735,1605641280,13,150,9,29.78
1810,1605642355,2,292,10,63.87
867,1605641412,5,291,4,77.41
2492,1605643037,14,261,15,57.78
1170,1605641715,10,212,11,15.56
1981,1605642526,8,239,2,32.92
2220,1605642765,8,135,15,98.05
2490,1605643035,14,239,7,32.92
960,1605641505,4,247,10,82.97
2300,1605642845,7,170,15,54.75
1898,1605642443,7,244,4,10.88
2309,1605642854,1,280,5,21.88
1481,1605642026,1,288,8,72.31
2309,1605642854,1,245,2,75.77
907,1605641452,6,100,5,67.36
521,1605641066,13,108,15,38.61
1352,1605641897,4,203,14,72.99
1604,1605642149,13,290,12,1.71
1282,1605641827,14,210,15,9.34
2302,1605642847,10,232,3,20.3
514,1605641059,11,117,14,88.55
2415,1605642960,15,102,4,84.99
2433,1605642978,5,111,6,94.61
2318,1605642863,4,144,14,80.35
1186,1605641731,11,244,8,10.88
2066,1605642611,12,262,1,29.18
1171,1605641716,4,263,6,65.15
1994,1605642539,1,143,1,83.5
1927,1605642472,8,182,6,85.74
1709,1605642254,15,298,11,45.45
1610,1605642155,4,189,6,79.93
849,1605641394,15,151,6,09.05
951,1605641496,1,270,3,58.67
1072,1605641617,1,240,15,57.45
2082,1605642627,7,287,14,25.14
2015,1605642560,4,167,4,75.87
2053,1605642598,2,140,14,13.47
2289,1605642834,14,101,14,29.4
1861,1605642406,11,236,13,4.15
966,1605641511,13,104,15,33.21
1931,1605642476,5,138,13,2.22
2092,1605642637,8,282,6,53.2
2373,1605642918,12,118,12,98.47
1081,1605641626,9,287,5,25.14
1659,1605642204,10,123,1,53.83
825,1605641370,2,146,10,41.88
1710,1605642255,10,246,8,92.86
1980,1605642525,14,164,6,64.75
1173,1605641718,9,227,7,15.67
2210,1605642755,15,283,8,49.28
1268,1605641813,14,171,5,52.21
1105,1605641650,11,254,12,37.7
729,1605641274,10,281,7,98.13
631,1605641176,1,148,9,83.12
721,1605641266,14,273,15,20.87
1025,1605641570,7,104,3,33.21
1607,1605642152,9,205,10,61.08
2112,1605642657,7,127,9,47.03
825,1605641370,2,150,2,29.78
1084,1605641629,2,103,10,10.67
679,1605641224,13,243,14,51.68
1751,1605642296,6,297,12,99.83
1807,1605642352,9,268,10,71.52
2240,1605642785,7,141,11,87.55
1392,1605641937,8,185,6,25.05
1074,1605641619,6,227,12,15.67
2480,1605643025,10,186,15,26.28
1064,1605641609,3,147,3,41.32
2241,1605642786,12,292,11,63.87
1614,1605642159,5,224,8,67.37
577,1605641122,6,138,15,2.22
754,1605641299,6,154,11,98.64
1873,1605642418,13,120,1,89.62
1548,1605642093,4,247,6,82.97
1451,1605641996,13,253,1,81.59
950,1605641495,9,185,10,25.05
1016,1605641561,10,199,13,90.9
826,1605641371,8,295,6,12.24
883,1605641428,1,152,10,22.29
1104,1605641649,4,213,14,4.76
2241,1605642786,12,209,12,63.47
1173,1605641718,9,123,5,53.83
1853,1605642398,10,293,6,41.14
921,1605641466,5,189,5,79.93
1020,1605641565,4,191,2,59.04
2263,1605642808,5,138,9,2.22
2285,1605642830,2,231,11,14.49
1110,1605641655,5,114,7,35.49
2203,1605642748,4,224,1,67.37
1203,1605641748,5,223,5,34.09
2481,1605643026,1,275,2,76.1
2252,1605642797,15,180,5,40.91
873,1605641418,2,205,12,61.08
1444,1605641989,6,117,7,88.55
1757,1605642302,13,275,11,76.1
2113,1605642658,9,158,8,24.66
2325,1605642870,7,132,10,26.36
1300,1605641845,12,107,3,94.07
1605,1605642150,10,136,7,94.76
1284,1605641829,5,142,15,2.58
1186,1605641731,11,139,12,19.72
632,1605641177,8,185,6,25.05
1859,1605642404,12,201,12,56.63
2394,1605642939,7,195,11,88.73
553,1605641098,2,249,15,83.81
2330,1605642875,11,127,11,47.03
2406,1605642951,2,218,6,54.56
737,1605641282,6,144,4,80.35
1268,1605641813,14,142,15,2.58
2349,1605642894,9,152,9,22.29
2212,1605642757,12,203,3,72.99
2169,1605642714,14,281,1,98.13
1587,1605642132,1,123,2,53.83
682,1605641227,5,170,2,54.75
541,1605641086,6,187,10,84.99
653,1605641198,15,238,9,32.07
1551,1605642096,8,272,10,41.79
833,1605641378,11,122,12,7.66
2295,1605642840,11,247,3,82.97
1241,1605641786,9,118,3,98.47
2374,1605642919,9,284,4,13.94
1226,1605641771,14,111,15,94.61
1636,1605642181,6,266,10,36.33
2353,1605642898,6,241,15,13.68
1934,1605642479,15,166,11,39.75
925,1605641470,14,111,1,94.61
1357,1605641902,7,114,10,35.49
1008,1605641553,10,242,13,10.0
1306,1605641851,7,251,8,46.53
2223,1605642768,1,298,13,45.45
2129,1605642674,12,110,6,37.72
1260,1605641805,1,228,11,9.22
670,1605641215,3,199,5,90.9
1506,1605642051,10,217,10,52.3
2495,1605643040,10,116,11,2.73
994,1605641539,2,190,11,21.46
1074,1605641619,6,175,6,25.09
1262,1605641807,6,190,5,21.46
1772,1605642317,3,274,8,89.96
1362,1605641907,4,232,8,20.3
916,1605641461,5,100,9,67.36
1922,1605642467,7,133,5,50.47
1698,1605642243,15,195,3,88.73
1574,1605642119,10,147,15,41.32
2211,1605642756,11,177,11,37.02
667,1605641212,11,216,5,72.09
986,1605641531,12,177,5,37.02
555,1605641100,1,186,1,26.28
1457,1605642002,12,285,7,68.29
1347,1605641892,1,268,15,71.52
2068,1605642613,5,207,14,62.27
612,1605641157,5,109,3,31.19
806,1605641351,7,247,2,82.97
1481,1605642026,1,121,1,76.12
1218,1605641763,11,218,2,54.56
1915,1605642460,8,218,2,54.56
1718,1605642263,13,146,13,41.88
2231,1605642776,4,254,13,37.7
1131,1605641676,1,214,6,98.17
2231,1605642776,4,196,5,46.36
1157,1605641702,8,279,5,33.25
619,1605641164,1,272,9,41.79
1348,1605641893,7,159,14,56.84
1760,1605642305,10,173,1,76.27
607,1605641152,13,297,7,99.83
1813,1605642358,12,173,15,76.27
1065,1605641610,2,176,5,24.68
1768,1605642313,15,133,12,50.47
1210,1605641755,10,176,7,24.68
2167,1605642712,9,209,13,63.47
1043,1605641588,11,295,2,12.24
1204,1605641749,7,103,14,10.67
2396,1605642941,15,145,11,48.42
2032,1605642577,5,179,8,10.86
2140,1605642685,3,103,6,10.67
2233,1605642778,14,181,6,97.52
1543,1605642088,12,254,3,37.7
2403,1605642948,14,189,2,79.93
1440,1605641985,5,109,10,31.19
2071,1605642616,14,124,8,59.16
2245,1605642790,7,149,11,95.25
1172,1605641717,14,262,12,29.18
1571,1605642116,12,114,15,35.49
2411,1605642956,2,165,6,23.11
1586,1605642131,5,236,1,4.15
2440,1605642985,1,235,4,39.59
695,1605641240,1,214,4,98.17
858,1605641403,15,106,1,86.85
1949,1605642494,7,204,15,11.11
1756,1605642301,15,220,10,29.6
754,1605641299,6,170,7,54.75
1544,1605642089,3,254,1,37.7
2301,1605642846,6,208,11,76.42
2228,1605642773,3,105,9,26.88
1875,1605642420,5,194,9,54.61
1360,1605641905,9,160,12,96.85
1402,1605641947,4,169,4,15.28
1350,1605641895,14,259,13,14.61
1688,1605642233,8,150,6,29.78
2156,1605642701,14,212,14,15.56
2205,1605642750,9,277,14,15.46
1495,1605642040,4,131,3,69.74
813,1605641358,2,160,1,96.85
1129,1605641674,14,291,2,77.41
1059,1605641604,14,285,6,68.29
1682,1605642227,6,149,12,95.25
2130,1605642675,12,136,4,94.76
627,1605641172,7,156,8,9.82
1984,1605642529,7,286,14,61.54
1832,1605642377,15,102,3,84.99
1902,1605642447,1,237,5,86.31
1980,1605642525,14,227,12,15.67
1584,1605642129,2,293,4,41.14
1521,1605642066,2,180,9,40.91
2114,1605642659,12,257,7,54.3
1847,1605642392,4,222,1,51.74
850,1605641395,4,206,3,34.73
2321,1605642866,6,258,14,36.18
545,1605641090,5,104,12,33.21
2137,1605642682,7,261,15,57.78
1141,1605641686,7,119,5,10.54
2427,1605642972,13,254,11,37.7
1617,1605642162,12,280,8,21.88
959,1605641504,14,233,1,78.18
1280,1605641825,4,129,4,8.44
1726,1605642271,13,276,13,52.66
1267,1605641812,13,139,14,19.72
2004,1605642549,7,277,10,15.46
624,1605641169,14,129,8,8.44
1388,1605641933,8,132,4,26.36
1891,1605642436,7,236,12,4.15
1779,1605642324,14,152,8,22.29
1968,1605642513,9,202,11,24.97
2397,1605642942,6,238,15,32.07
1129,1605641674,14,255,3,80.29
1025,1605641570,7,294,12,38.03
2178,1605642723,5,166,1,39.75
2029,1605642574,11,263,10,65.15
1616,1605642161,10,106,8,86.85
2188,1605642733,1,249,15,83.81
2243,1605642788,14,121,4,76.12
1798,1605642343,10,133,12,50.47
1983,1605642528,11,299,3,67.38
2479,1605643024,7,234,14,58.85
630,1605641175,8,184,8,31.62
1970,1605642515,11,195,15,88.73
1888,1605642433,1,172,10,50.62
761,1605641306,5,105,2,26.88
1954,1605642499,7,124,9,59.16
1417,1605641962,1,204,2,11.11
1494,1605642039,11,110,6,37.72
544,1605641089,11,100,13,67.36
688,1605641233,14,126,12,36.93
1655,1605642200,8,218,6,54.56
877,1605641422,14,134,10,34.46
695,1605641240,1,123,2,53.83
2063,1605642608,1,278,4,14.19
1900,1605642445,5,225,10,96.16
1357,1605641902,7,257,6,54.3
2458,1605643003,9,185,9,25.05
804,1605641349,8,285,10,68.29
1416,1605641961,9,284,11,13.94
1763,1605642308,9,254,5,37.7
1138,1605641683,8,147,7,41.32
1673,1605642218,5,170,12,54.75
542,1605641087,13,139,2,19.72
762,1605641307,7,298,11,45.45
1066,1605641611,2,232,8,20.3
782,1605641327,11,184,2,31.62
1588,1605642133,8,112,4,83.76
2279,1605642824,11,177,10,37.02
2333,1605642878,9,125,11,42.99
1502,1605642047,5,151,15,09.05
2235,1605642780,7,293,4,41.14
2082,1605642627,7,113,15,83.21
2070,1605642615,3,188,3,6.32
2248,1605642793,4,138,2,2.22
1384,1605641929,12,265,4,62.12
619,1605641164,1,156,9,9.82
1422,1605641967,10,213,14,4.76
1337,1605641882,4,126,10,36.93
1020,1605641565,4,287,10,25.14
1975,1605642520,2,214,11,98.17
1178,1605641723,14,297,8,99.83
876,1605641421,14,216,8,72.09
2313,1605642858,3,109,1,31.19
1772,1605642317,3,172,15,50.62
2472,1605643017,14,222,10,51.74
2225,1605642770,7,170,2,54.75
1353,1605641898,6,252,12,86.99
1798,1605642343,10,238,10,32.07
1293,1605641838,14,216,15,72.09
1708,1605642253,13,262,2,29.18
1882,1605642427,8,152,3,22.29
764,1605641309,5,290,4,1.71
1793,1605642338,9,233,5,78.18
1438,1605641983,3,186,13,26.28
656,1605641201,15,222,2,51.74
1710,1605642255,10,296,12,3.17
2171,1605642716,6,167,4,75.87
1635,1605642180,5,114,12,35.49
569,1605641114,9,275,5,76.1
1375,1605641920,11,256,6,88.88
983,1605641528,4,225,11,96.16
2292,1605642837,11,285,4,68.29
505,1605641050,9,268,9,71.52
2471,1605643016,14,284,4,13.94
1225,1605641770,6,169,4,15.28
1920,1605642465,15,213,14,4.76
2363,1605642908,10,181,7,97.52
1446,1605641991,9,292,7,63.87
1890,1605642435,1,151,9,09.05
2298,1605642843,3,195,1,88.73
1410,1605641955,15,112,9,83.76
1062,1605641607,3,166,4,39.75
2133,1605642678,3,188,2,6.32
1416,1605641961,9,206,13,34.73
1813,1605642358,12,109,1,31.19
2228,1605642773,3,196,5,46.36
1310,1605641855,12,243,7,51.68
1152,1605641697,8,100,3,67.36
2148,1605642693,11,247,4,82.97
1832,1605642377,15,154,8,98.64
1839,1605642384,12,153,5,45.14
2071,1605642616,14,272,11,41.79
1649,1605642194,13,285,3,68.29
1184,1605641729,6,127,7,47.03
706,1605641251,15,279,5,33.25
1226,1605641771,14,186,9,26.28
2422,1605642967,6,241,12,13.68
1377,1605641922,9,113,8,83.21
1277,1605641822,5,281,13,98.13
1562,1605642107,10,121,15,76.12
844,1605641389,10,180,13,40.91
1519,1605642064,13,176,7,24.68
947,1605641492,6,226,7,86.01
1318,1605641863,14,181,7,97.52
1280,1605641825,4,183,11,15.29
1591,1605642136,5,121,15,76.12
2049,1605642594,13,288,14,72.31
1735,1605642280,13,249,13,83.81
1882,1605642427,8,162,2,87.37
1036,1605641581,6,108,14,38.61
2436,1605642981,9,267,14,3.62
1421,1605641966,10,109,10,31.19
1835,1605642380,1,286,1,61.54
773,1605641318,7,104,7,33.21
2475,1605643020,7,170,3,54.75
2246,1605642791,5,166,12,39.75
1976,1605642521,5,259,13,14.61
500,1605641045,13,118,11,98.47
1134,1605641679,8,224,14,67.37
1406,1605641951,7,111,13,94.61
2351,1605642896,14,270,11,58.67
1292,1605641837,10,100,13,67.36
1031,1605641576,8,189,1,79.93
1162,1605641707,8,201,6,56.63
571,1605641116,9,263,3,65.15
1209,1605641754,15,116,6,2.73
1726,1605642271,13,127,7,47.03
702,1605641247,14,213,14,4.76
726,1605641271,9,217,14,52.3
2058,1605642603,7,192,6,63.48
1035,1605641580,2,153,7,45.14
1914,1605642459,5,234,3,58.85
580,1605641125,6,110,1,37.72
1493,1605642038,2,130,7,80.29
1875,1605642420,5,105,3,26.88
2338,1605642883,2,114,6,35.49
1121,1605641666,8,107,3,94.07
1195,1605641740,15,164,3,64.75
952,1605641497,15,136,14,94.76
1516,1605642061,4,204,9,11.11
642,1605641187,9,167,14,75.87
2011,1605642556,2,176,12,24.68
632,1605641177,8,291,1,77.41
2209,1605642754,13,199,14,90.9
989,1605641534,3,225,10,96.16
544,1605641089,11,116,2,2.73
528,1605641073,2,124,4,59.16
2225,1605642770,7,216,15,72.09
1245,1605641790,5,278,8,14.19
500,1605641045,13,140,12,13.47
1595,1605642140,5,113,15,83.21
1092,1605641637,10,212,1,15.56
2083,1605642628,6,163,12,87.92
2280,1605642825,3,244,11,10.88
1806,1605642351,12,270,1,58.67
1304,1605641849,12,195,4,88.73
850,1605641395,4,165,12,23.11
744,1605641289,5,174,4,23.86
1945,1605642490,8,127,10,47.03
1754,1605642299,12,167,3,75.87
506,1605641051,10,293,7,41.14
918,1605641463,11,188,13,6.32
1705,1605642250,7,198,15,1.21
752,1605641297,3,109,9,31.19
864,1605641409,10,270,15,58.67
1213,1605641758,9,226,5,86.01
2253,1605642798,14,296,11,3.17
2224,1605642769,12,268,2,71.52
1301,1605641846,12,224,6,67.37
2473,1605643018,13,273,12,20.87
1531,1605642076,12,283,12,49.28
1289,1605641834,14,244,9,10.88
2337,1605642882,8,285,14,68.29
1317,1605641862,6,213,14,4.76
1696,1605642241,2,290,2,1.71
729,1605641274,10,147,11,41.32
1722,1605642267,8,247,13,82.97
2389,1605642934,12,187,12,84.99
1870,1605642415,15,224,5,67.37
1508,1605642053,8,119,5,10.54
1986,1605642531,4,244,11,10.88
642,1605641187,9,254,3,37.7
762,1605641307,7,230,2,39.81
2276,1605642821,6,124,3,59.16
969,1605641514,12,188,9,6.32
2359,1605642904,9,150,5,29.78
1939,1605642484,8,171,1,52.21
2210,1605642755,15,184,15,31.62
962,1605641507,3,199,3,90.9
1892,1605642437,9,202,1,24.97
1349,1605641894,1,170,13,54.75
1937,1605642482,10,229,3,57.2
726,1605641271,9,233,8,78.18
1280,1605641825,4,146,3,41.88
1942,1605642487,7,235,9,39.59
907,1605641452,6,168,3,90.76
1736,1605642281,13,234,1,58.85
1627,1605642172,6,133,14,50.47
1457,1605642002,12,211,2,24.33
1141,1605641686,7,141,10,87.55
1969,1605642514,11,230,13,39.81
1161,1605641706,9,235,6,39.59
2226,1605642771,5,280,8,21.88
1563,1605642108,3,211,13,24.33
774,1605641319,6,246,4,92.86
1944,1605642489,12,234,9,58.85
1724,1605642269,8,122,5,7.66
1337,1605641882,4,125,1,42.99
1621,1605642166,9,116,2,2.73
2467,1605643012,10,195,13,88.73
2343,1605642888,8,196,13,46.36
2192,1605642737,3,103,2,10.67
1460,1605642005,14,183,2,15.29
1546,1605642091,6,286,3,61.54
537,1605641082,3,247,12,82.97
652,1605641197,12,255,1,80.29
1617,1605642162,12,196,7,46.36
1908,1605642453,3,293,11,41.14
1820,1605642365,2,196,13,46.36
2412,1605642957,6,274,15,89.96
725,1605641270,11,241,10,13.68
1139,1605641684,13,136,12,94.76
2041,1605642586,4,166,5,39.75
761,1605641306,5,118,13,98.47
1090,1605641635,14,217,13,52.3
2498,1605643043,5,101,14,29.4
852,1605641397,11,298,6,45.45
1537,1605642082,5,236,8,4.15
1528,1605642073,12,155,5,72.08
2133,1605642678,3,223,4,34.09
1458,1605642003,5,181,1,97.52
1690,1605642235,9,190,5,21.46
2225,1605642770,7,251,13,46.53
1269,1605641814,7,231,7,14.49
1391,1605641936,12,262,5,29.18
1382,1605641927,13,206,8,34.73
785,1605641330,3,276,14,52.66
2156,1605642701,14,133,8,50.47
2161,1605642706,15,286,15,61.54
2229,1605642774,5,224,4,67.37
1949,1605642494,7,149,11,95.25
2236,1605642781,5,111,1,94.61
747,1605641292,15,219,11,30.23
908,1605641453,9,243,13,51.68
1372,1605641917,13,287,9,25.14
2484,1605643029,6,228,4,9.22
1997,1605642542,7,191,10,59.04
1812,1605642357,2,208,7,76.42
1243,1605641788,11,120,4,89.62
1882,1605642427,8,152,13,22.29
1051,1605641596,11,138,8,2.22
1849,1605642394,4,190,3,21.46
1966,1605642511,9,134,6,34.46
1400,1605641945,14,242,12,10.0
2345,1605642890,3,274,6,89.96
998,1605641543,14,157,9,11.97
1988,1605642533,2,237,2,86.31
1381,1605641926,2,289,5,50.69
2361,1605642906,9,111,5,94.61
2090,1605642635,14,111,14,94.61
1449,1605641994,10,200,5,26.98
1166,1605641711,1,178,4,62.8
2364,1605642909,5,191,15,59.04
855,1605641400,13,206,4,34.73
1320,1605641865,15,226,13,86.01
2222,1605642767,6,269,15,17.73
1793,1605642338,9,146,2,41.88
1131,1605641676,1,187,3,84.99
1590,1605642135,1,139,11,19.72
820,1605641365,8,217,8,52.3
2008,1605642553,15,152,7,22.29
655,1605641200,9,177,8,37.02
996,1605641541,7,271,8,59.96
693,1605641238,11,198,2,1.21
2418,1605642963,3,137,13,95.73
1353,1605641898,6,177,14,37.02
863,1605641408,6,272,13,41.79
1451,1605641996,13,200,15,26.98
1393,1605641938,6,116,12,2.73
2300,1605642845,7,218,11,54.56
2261,1605642806,6,156,14,9.82
590,1605641135,10,105,8,26.88
2071,1605642616,14,275,6,76.1
2194,1605642739,9,103,14,10.67
2182,1605642727,2,112,14,83.76
1803,1605642348,12,131,6,69.74
1961,1605642506,6,211,11,24.33
1087,1605641632,15,217,10,52.3
1010,1605641555,8,123,6,53.83
1951,1605642496,5,195,9,88.73
2272,1605642817,2,137,8,95.73
1376,1605641921,8,147,6,41.32
2405,1605642950,13,146,10,41.88
1649,1605642194,13,107,3,94.07
1301,1605641846,12,194,4,54.61
1149,1605641694,1,157,10,11.97
1906,1605642451,7,165,10,23.11
1879,1605642424,11,145,3,48.42
2245,1605642790,7,260,1,86.56
2440,1605642985,1,217,13,52.3
1522,1605642067,6,173,9,76.27
864,1605641409,10,292,3,63.87
1674,1605642219,12,246,15,92.86
1344,1605641889,10,249,12,83.81
2373,1605642918,12,164,1,64.75
801,1605641346,13,292,15,63.87
1828,1605642373,11,272,15,41.79
1827,1605642372,8,171,2,52.21
2342,1605642887,9,250,1,90.93
1274,1605641819,14,244,7,10.88
1673,1605642218,5,285,4,68.29
1359,1605641904,1,255,13,80.29
811,1605641356,4,158,5,24.66
1522,1605642067,6,265,5,62.12
994,1605641539,2,106,14,86.85
2430,1605642975,9,245,13,75.77
702,1605641247,14,211,15,24.33
1073,1605641618,8,286,13,61.54
878,1605641423,6,149,1,95.25
972,1605641517,15,102,13,84.99
1278,1605641823,7,168,14,90.76
1951,1605642496,5,110,2,37.72
1995,1605642540,11,203,3,72.99
658,1605641203,11,251,8,46.53
2446,1605642991,8,153,13,45.14
1141,1605641686,7,142,9,2.58
531,1605641076,13,138,1,2.22
2483,1605643028,8,138,10,2.22
533,1605641078,14,122,7,7.66
901,1605641446,11,168,4,90.76
795,1605641340,7,194,5,54.61
2053,1605642598,2,143,12,83.5
2111,1605642656,6,260,12,86.56
720,1605641265,3,268,4,71.52
1456,1605642001,6,281,14,98.13
2056,1605642601,1,214,13,98.17
988,1605641533,6,267,15,3.62
1208,1605641753,5,263,1,65.15
1429,1605641974,8,121,14,76.12
1451,1605641996,13,154,4,98.64
1739,1605642284,7,168,1,90.76
1414,1605641959,13,138,4,2.22
581,1605641126,11,129,10,8.44
1257,1605641802,4,136,4,94.76
1146,1605641691,10,131,4,69.74
1890,1605642435,1,126,12,36.93
1707,1605642252,2,105,15,26.88
1286,1605641831,6,117,15,88.55
1125,1605641670,6,298,5,45.45
963,1605641508,13,251,11,46.53
950,1605641495,9,185,8,25.05
568,1605641113,13,134,3,34.46
2473,1605643018,13,164,11,64.75
1872,1605642417,5,166,14,39.75
1340,1605641885,5,200,4,26.98
1637,1605642182,10,251,14,46.53
1777,1605642322,7,235,2,39.59
1363,1605641908,10,208,1,76.42
1236,1605641781,15,205,5,61.08
2402,1605642947,5,293,1,41.14
748,1605641293,3,298,6,45.45
2073,1605642618,3,123,13,53.83
2109,1605642654,13,226,6,86.01
651,1605641196,4,253,12,81.59
1948,1605642493,10,111,14,94.61
509,1605641054,8,133,5,50.47
773,1605641318,7,288,6,72.31
2320,1605642865,4,144,10,80.35
1918,1605642463,12,246,13,92.86
2087,1605642632,10,140,2,13.47
1401,1605641946,2,172,13,50.62
1921,1605642466,11,196,15,46.36
2285,1605642830,2,265,12,62.12
2363,1605642908,10,187,9,84.99
750,1605641295,7,125,1,42.99
2296,1605642841,14,158,7,24.66
2287,1605642832,10,164,8,64.75
1393,1605641938,6,184,9,31.62
2465,1605643010,14,282,3,53.2
1868,1605642413,6,246,3,92.86
1923,1605642468,2,176,1,24.68
2446,1605642991,8,257,13,54.3
1623,1605642168,2,278,1,14.19
525,1605641070,4,278,15,14.19
1174,1605641719,13,248,7,47.43
599,1605641144,4,188,1,6.32
869,1605641414,1,278,2,14.19
850,1605641395,4,208,7,76.42
686,1605641231,2,226,14,86.01
2261,1605642806,6,250,10,90.93
2234,1605642779,9,162,3,87.37
670,1605641215,3,262,7,29.18
1246,1605641791,4,100,14,67.36
1932,1605642477,10,246,11,92.86
1009,1605641554,2,195,3,88.73
2113,1605642658,9,252,7,86.99
1731,1605642276,14,151,8,09.05
2349,1605642894,9,248,11,47.43
828,1605641373,3,139,13,19.72
552,1605641097,11,254,12,37.7
590,1605641135,10,280,12,21.88
1176,1605641721,11,231,4,14.49
1095,1605641640,12,181,12,97.52
1787,1605642332,1,152,9,22.29
752,1605641297,3,207,8,62.27
947,1605641492,6,130,5,80.29
2441,1605642986,3,234,5,58.85
1736,1605642281,13,219,5,30.23
1081,1605641626,9,278,6,14.19
1626,1605642171,13,194,14,54.61
1336,1605641881,3,269,12,17.73
1734,1605642279,9,272,13,41.79
865,1605641410,14,273,4,20.87
2478,1605643023,3,273,12,20.87
2032,1605642577,5,209,11,63.47
1344,1605641889,10,167,1,75.87
1967,1605642512,13,294,7,38.03
2045,1605642590,8,136,8,94.76
1952,1605642497,4,150,14,29.78
